Consumption (kwh), Start, End
0.360000, 2025-11-01T14:30:00+00:00, 2025-11-01T15:00:00+00:00
0.348000, 2025-11-01T15:00:00+00:00, 2025-11-01T15:30:00+00:00
0.345000, 2025-11-01T15:30:00+00:00, 2025-11-01T16:00:00+00:00
0.365000, 2025-11-01T16:00:00+00:00, 2025-11-01T16:30:00+00:00
0.339000, 2025-11-01T16:30:00+00:00, 2025-11-01T17:00:00+00:00
0.344000, 2025-11-01T17:00:00+00:00, 2025-11-01T17:30:00+00:00
0.359000, 2025-11-01T17:30:00+00:00, 2025-11-01T18:00:00+00:00
0.348000, 2025-11-01T18:00:00+00:00, 2025-11-01T18:30:00+00:00
0.338000, 2025-11-01T18:30:00+00:00, 2025-11-01T19:00:00+00:00
0.359000, 2025-11-01T19:00:00+00:00, 2025-11-01T19:30:00+00:00
0.339000, 2025-11-01T19:30:00+00:00, 2025-11-01T20:00:00+00:00
0.339000, 2025-11-01T20:00:00+00:00, 2025-11-01T20:30:00+00:00
0.357000, 2025-11-01T20:30:00+00:00, 2025-11-01T21:00:00+00:00
0.341000, 2025-11-01T21:00:00+00:00, 2025-11-01T21:30:00+00:00
0.341000, 2025-11-01T21:30:00+00:00, 2025-11-01T22:00:00+00:00
0.346000, 2025-11-01T22:00:00+00:00, 2025-11-01T22:30:00+00:00
0.338000, 2025-11-01T22:30:00+00:00, 2025-11-01T23:00:00+00:00
0.592000, 2025-11-01T23:00:00+00:00, 2025-11-01T23:30:00+00:00
0.501000, 2025-11-01T23:30:00+00:00, 2025-11-02T00:00:00+00:00
0.491000, 2025-11-02T00:00:00+00:00, 2025-11-02T00:30:00+00:00
0.501000, 2025-11-02T00:30:00+00:00, 2025-11-02T01:00:00+00:00
0.505000, 2025-11-02T01:00:00+00:00, 2025-11-02T01:30:00+00:00
0.516000, 2025-11-02T01:30:00+00:00, 2025-11-02T02:00:00+00:00
0.534000, 2025-11-02T02:00:00+00:00, 2025-11-02T02:30:00+00:00
0.502000, 2025-11-02T02:30:00+00:00, 2025-11-02T03:00:00+00:00
0.471000, 2025-11-02T03:00:00+00:00, 2025-11-02T03:30:00+00:00
0.485000, 2025-11-02T03:30:00+00:00, 2025-11-02T04:00:00+00:00
0.497000, 2025-11-02T04:00:00+00:00, 2025-11-02T04:30:00+00:00
0.473000, 2025-11-02T04:30:00+00:00, 2025-11-02T05:00:00+00:00
0.484000, 2025-11-02T05:00:00+00:00, 2025-11-02T05:30:00+00:00
0.482000, 2025-11-02T05:30:00+00:00, 2025-11-02T06:00:00+00:00
0.509000, 2025-11-02T06:00:00+00:00, 2025-11-02T06:30:00+00:00
0.484000, 2025-11-02T06:30:00+00:00, 2025-11-02T07:00:00+00:00
0.481000, 2025-11-02T07:00:00+00:00, 2025-11-02T07:30:00+00:00
0.490000, 2025-11-02T07:30:00+00:00, 2025-11-02T08:00:00+00:00
0.486000, 2025-11-02T08:00:00+00:00, 2025-11-02T08:30:00+00:00
0.492000, 2025-11-02T08:30:00+00:00, 2025-11-02T09:00:00+00:00
0.412000, 2025-11-02T09:00:00+00:00, 2025-11-02T09:30:00+00:00
0.333000, 2025-11-02T09:30:00+00:00, 2025-11-02T10:00:00+00:00
0.333000, 2025-11-02T10:00:00+00:00, 2025-11-02T10:30:00+00:00
0.322000, 2025-11-02T10:30:00+00:00, 2025-11-02T11:00:00+00:00
0.332000, 2025-11-02T11:00:00+00:00, 2025-11-02T11:30:00+00:00
0.427000, 2025-11-02T11:30:00+00:00, 2025-11-02T12:00:00+00:00
0.430000, 2025-11-02T12:00:00+00:00, 2025-11-02T12:30:00+00:00
0.371000, 2025-11-02T12:30:00+00:00, 2025-11-02T13:00:00+00:00
0.361000, 2025-11-02T13:00:00+00:00, 2025-11-02T13:30:00+00:00
0.411000, 2025-11-02T13:30:00+00:00, 2025-11-02T14:00:00+00:00
0.411000, 2025-11-02T14:00:00+00:00, 2025-11-02T14:30:00+00:00
0.423000, 2025-11-02T14:30:00+00:00, 2025-11-02T15:00:00+00:00
0.394000, 2025-11-02T15:00:00+00:00, 2025-11-02T15:30:00+00:00
0.386000, 2025-11-02T15:30:00+00:00, 2025-11-02T16:00:00+00:00
0.388000, 2025-11-02T16:00:00+00:00, 2025-11-02T16:30:00+00:00
0.323000, 2025-11-02T16:30:00+00:00, 2025-11-02T17:00:00+00:00
0.369000, 2025-11-02T17:00:00+00:00, 2025-11-02T17:30:00+00:00
0.826000, 2025-11-02T17:30:00+00:00, 2025-11-02T18:00:00+00:00
0.783000, 2025-11-02T18:00:00+00:00, 2025-11-02T18:30:00+00:00
1.244000, 2025-11-02T18:30:00+00:00, 2025-11-02T19:00:00+00:00
1.082000, 2025-11-02T19:00:00+00:00, 2025-11-02T19:30:00+00:00
0.460000, 2025-11-02T19:30:00+00:00, 2025-11-02T20:00:00+00:00
0.410000, 2025-11-02T20:00:00+00:00, 2025-11-02T20:30:00+00:00
0.589000, 2025-11-02T20:30:00+00:00, 2025-11-02T21:00:00+00:00
0.640000, 2025-11-02T21:00:00+00:00, 2025-11-02T21:30:00+00:00
0.754000, 2025-11-02T21:30:00+00:00, 2025-11-02T22:00:00+00:00
1.042000, 2025-11-02T22:00:00+00:00, 2025-11-02T22:30:00+00:00
1.183000, 2025-11-02T22:30:00+00:00, 2025-11-02T23:00:00+00:00
3.653000, 2025-11-02T23:00:00+00:00, 2025-11-02T23:30:00+00:00
3.668000, 2025-11-02T23:30:00+00:00, 2025-11-03T00:00:00+00:00
4.447000, 2025-11-03T00:00:00+00:00, 2025-11-03T00:30:00+00:00
4.430000, 2025-11-03T00:30:00+00:00, 2025-11-03T01:00:00+00:00
3.987000, 2025-11-03T01:00:00+00:00, 2025-11-03T01:30:00+00:00
3.596000, 2025-11-03T01:30:00+00:00, 2025-11-03T02:00:00+00:00
0.916000, 2025-11-03T02:00:00+00:00, 2025-11-03T02:30:00+00:00
3.775000, 2025-11-03T02:30:00+00:00, 2025-11-03T03:00:00+00:00
2.270000, 2025-11-03T03:00:00+00:00, 2025-11-03T03:30:00+00:00
1.186000, 2025-11-03T03:30:00+00:00, 2025-11-03T04:00:00+00:00
0.578000, 2025-11-03T04:00:00+00:00, 2025-11-03T04:30:00+00:00
0.509000, 2025-11-03T04:30:00+00:00, 2025-11-03T05:00:00+00:00
0.808000, 2025-11-03T05:00:00+00:00, 2025-11-03T05:30:00+00:00
0.537000, 2025-11-03T05:30:00+00:00, 2025-11-03T06:00:00+00:00
0.513000, 2025-11-03T06:00:00+00:00, 2025-11-03T06:30:00+00:00
0.394000, 2025-11-03T06:30:00+00:00, 2025-11-03T07:00:00+00:00
0.357000, 2025-11-03T07:00:00+00:00, 2025-11-03T07:30:00+00:00
0.333000, 2025-11-03T07:30:00+00:00, 2025-11-03T08:00:00+00:00
0.337000, 2025-11-03T08:00:00+00:00, 2025-11-03T08:30:00+00:00
0.669000, 2025-11-03T08:30:00+00:00, 2025-11-03T09:00:00+00:00
0.412000, 2025-11-03T09:00:00+00:00, 2025-11-03T09:30:00+00:00
0.315000, 2025-11-03T09:30:00+00:00, 2025-11-03T10:00:00+00:00
0.434000, 2025-11-03T10:00:00+00:00, 2025-11-03T10:30:00+00:00
0.484000, 2025-11-03T10:30:00+00:00, 2025-11-03T11:00:00+00:00
0.594000, 2025-11-03T11:00:00+00:00, 2025-11-03T11:30:00+00:00
0.580000, 2025-11-03T11:30:00+00:00, 2025-11-03T12:00:00+00:00
0.605000, 2025-11-03T12:00:00+00:00, 2025-11-03T12:30:00+00:00
0.543000, 2025-11-03T12:30:00+00:00, 2025-11-03T13:00:00+00:00
0.563000, 2025-11-03T13:00:00+00:00, 2025-11-03T13:30:00+00:00
0.582000, 2025-11-03T13:30:00+00:00, 2025-11-03T14:00:00+00:00
0.609000, 2025-11-03T14:00:00+00:00, 2025-11-03T14:30:00+00:00
0.572000, 2025-11-03T14:30:00+00:00, 2025-11-03T15:00:00+00:00
0.608000, 2025-11-03T15:00:00+00:00, 2025-11-03T15:30:00+00:00
0.555000, 2025-11-03T15:30:00+00:00, 2025-11-03T16:00:00+00:00
0.562000, 2025-11-03T16:00:00+00:00, 2025-11-03T16:30:00+00:00
0.610000, 2025-11-03T16:30:00+00:00, 2025-11-03T17:00:00+00:00
0.753000, 2025-11-03T17:00:00+00:00, 2025-11-03T17:30:00+00:00
1.209000, 2025-11-03T17:30:00+00:00, 2025-11-03T18:00:00+00:00
1.452000, 2025-11-03T18:00:00+00:00, 2025-11-03T18:30:00+00:00
1.223000, 2025-11-03T18:30:00+00:00, 2025-11-03T19:00:00+00:00
1.032000, 2025-11-03T19:00:00+00:00, 2025-11-03T19:30:00+00:00
0.407000, 2025-11-03T19:30:00+00:00, 2025-11-03T20:00:00+00:00
0.493000, 2025-11-03T20:00:00+00:00, 2025-11-03T20:30:00+00:00
0.559000, 2025-11-03T20:30:00+00:00, 2025-11-03T21:00:00+00:00
0.580000, 2025-11-03T21:00:00+00:00, 2025-11-03T21:30:00+00:00
0.457000, 2025-11-03T21:30:00+00:00, 2025-11-03T22:00:00+00:00
0.437000, 2025-11-03T22:00:00+00:00, 2025-11-03T22:30:00+00:00
0.740000, 2025-11-03T22:30:00+00:00, 2025-11-03T23:00:00+00:00
0.658000, 2025-11-03T23:00:00+00:00, 2025-11-03T23:30:00+00:00
0.821000, 2025-11-03T23:30:00+00:00, 2025-11-04T00:00:00+00:00
0.382000, 2025-11-04T00:00:00+00:00, 2025-11-04T00:30:00+00:00
0.880000, 2025-11-04T00:30:00+00:00, 2025-11-04T01:00:00+00:00
0.349000, 2025-11-04T01:00:00+00:00, 2025-11-04T01:30:00+00:00
0.378000, 2025-11-04T01:30:00+00:00, 2025-11-04T02:00:00+00:00
0.365000, 2025-11-04T02:00:00+00:00, 2025-11-04T02:30:00+00:00
0.357000, 2025-11-04T02:30:00+00:00, 2025-11-04T03:00:00+00:00
0.381000, 2025-11-04T03:00:00+00:00, 2025-11-04T03:30:00+00:00
0.379000, 2025-11-04T03:30:00+00:00, 2025-11-04T04:00:00+00:00
0.383000, 2025-11-04T04:00:00+00:00, 2025-11-04T04:30:00+00:00
0.393000, 2025-11-04T04:30:00+00:00, 2025-11-04T05:00:00+00:00
0.380000, 2025-11-04T05:00:00+00:00, 2025-11-04T05:30:00+00:00
0.374000, 2025-11-04T05:30:00+00:00, 2025-11-04T06:00:00+00:00
0.369000, 2025-11-04T06:00:00+00:00, 2025-11-04T06:30:00+00:00
0.368000, 2025-11-04T06:30:00+00:00, 2025-11-04T07:00:00+00:00
0.382000, 2025-11-04T07:00:00+00:00, 2025-11-04T07:30:00+00:00
0.379000, 2025-11-04T07:30:00+00:00, 2025-11-04T08:00:00+00:00
0.366000, 2025-11-04T08:00:00+00:00, 2025-11-04T08:30:00+00:00
0.626000, 2025-11-04T08:30:00+00:00, 2025-11-04T09:00:00+00:00
0.506000, 2025-11-04T09:00:00+00:00, 2025-11-04T09:30:00+00:00
0.546000, 2025-11-04T09:30:00+00:00, 2025-11-04T10:00:00+00:00
0.626000, 2025-11-04T10:00:00+00:00, 2025-11-04T10:30:00+00:00
0.574000, 2025-11-04T10:30:00+00:00, 2025-11-04T11:00:00+00:00
0.563000, 2025-11-04T11:00:00+00:00, 2025-11-04T11:30:00+00:00
0.563000, 2025-11-04T11:30:00+00:00, 2025-11-04T12:00:00+00:00
0.566000, 2025-11-04T12:00:00+00:00, 2025-11-04T12:30:00+00:00
0.529000, 2025-11-04T12:30:00+00:00, 2025-11-04T13:00:00+00:00
0.565000, 2025-11-04T13:00:00+00:00, 2025-11-04T13:30:00+00:00
0.609000, 2025-11-04T13:30:00+00:00, 2025-11-04T14:00:00+00:00
0.568000, 2025-11-04T14:00:00+00:00, 2025-11-04T14:30:00+00:00
0.547000, 2025-11-04T14:30:00+00:00, 2025-11-04T15:00:00+00:00
0.577000, 2025-11-04T15:00:00+00:00, 2025-11-04T15:30:00+00:00
0.589000, 2025-11-04T15:30:00+00:00, 2025-11-04T16:00:00+00:00
0.605000, 2025-11-04T16:00:00+00:00, 2025-11-04T16:30:00+00:00
0.632000, 2025-11-04T16:30:00+00:00, 2025-11-04T17:00:00+00:00
0.682000, 2025-11-04T17:00:00+00:00, 2025-11-04T17:30:00+00:00
0.755000, 2025-11-04T17:30:00+00:00, 2025-11-04T18:00:00+00:00
0.748000, 2025-11-04T18:00:00+00:00, 2025-11-04T18:30:00+00:00
0.647000, 2025-11-04T18:30:00+00:00, 2025-11-04T19:00:00+00:00
0.665000, 2025-11-04T19:00:00+00:00, 2025-11-04T19:30:00+00:00
0.563000, 2025-11-04T19:30:00+00:00, 2025-11-04T20:00:00+00:00
0.654000, 2025-11-04T20:00:00+00:00, 2025-11-04T20:30:00+00:00
0.704000, 2025-11-04T20:30:00+00:00, 2025-11-04T21:00:00+00:00
0.621000, 2025-11-04T21:00:00+00:00, 2025-11-04T21:30:00+00:00
0.681000, 2025-11-04T21:30:00+00:00, 2025-11-04T22:00:00+00:00
0.651000, 2025-11-04T22:00:00+00:00, 2025-11-04T22:30:00+00:00
0.657000, 2025-11-04T22:30:00+00:00, 2025-11-04T23:00:00+00:00
0.682000, 2025-11-04T23:00:00+00:00, 2025-11-04T23:30:00+00:00
0.686000, 2025-11-04T23:30:00+00:00, 2025-11-05T00:00:00+00:00
0.781000, 2025-11-05T00:00:00+00:00, 2025-11-05T00:30:00+00:00
0.491000, 2025-11-05T00:30:00+00:00, 2025-11-05T01:00:00+00:00
0.398000, 2025-11-05T01:00:00+00:00, 2025-11-05T01:30:00+00:00
0.351000, 2025-11-05T01:30:00+00:00, 2025-11-05T02:00:00+00:00
0.347000, 2025-11-05T02:00:00+00:00, 2025-11-05T02:30:00+00:00
0.373000, 2025-11-05T02:30:00+00:00, 2025-11-05T03:00:00+00:00
0.361000, 2025-11-05T03:00:00+00:00, 2025-11-05T03:30:00+00:00
0.357000, 2025-11-05T03:30:00+00:00, 2025-11-05T04:00:00+00:00
0.360000, 2025-11-05T04:00:00+00:00, 2025-11-05T04:30:00+00:00
0.349000, 2025-11-05T04:30:00+00:00, 2025-11-05T05:00:00+00:00
0.367000, 2025-11-05T05:00:00+00:00, 2025-11-05T05:30:00+00:00
0.371000, 2025-11-05T05:30:00+00:00, 2025-11-05T06:00:00+00:00
0.359000, 2025-11-05T06:00:00+00:00, 2025-11-05T06:30:00+00:00
0.369000, 2025-11-05T06:30:00+00:00, 2025-11-05T07:00:00+00:00
0.353000, 2025-11-05T07:00:00+00:00, 2025-11-05T07:30:00+00:00
0.337000, 2025-11-05T07:30:00+00:00, 2025-11-05T08:00:00+00:00
0.372000, 2025-11-05T08:00:00+00:00, 2025-11-05T08:30:00+00:00
0.603000, 2025-11-05T08:30:00+00:00, 2025-11-05T09:00:00+00:00
0.375000, 2025-11-05T09:00:00+00:00, 2025-11-05T09:30:00+00:00
0.428000, 2025-11-05T09:30:00+00:00, 2025-11-05T10:00:00+00:00
0.510000, 2025-11-05T10:00:00+00:00, 2025-11-05T10:30:00+00:00
0.511000, 2025-11-05T10:30:00+00:00, 2025-11-05T11:00:00+00:00
0.751000, 2025-11-05T11:00:00+00:00, 2025-11-05T11:30:00+00:00
0.788000, 2025-11-05T11:30:00+00:00, 2025-11-05T12:00:00+00:00
0.609000, 2025-11-05T12:00:00+00:00, 2025-11-05T12:30:00+00:00
0.621000, 2025-11-05T12:30:00+00:00, 2025-11-05T13:00:00+00:00
0.684000, 2025-11-05T13:00:00+00:00, 2025-11-05T13:30:00+00:00
0.632000, 2025-11-05T13:30:00+00:00, 2025-11-05T14:00:00+00:00
0.615000, 2025-11-05T14:00:00+00:00, 2025-11-05T14:30:00+00:00
0.581000, 2025-11-05T14:30:00+00:00, 2025-11-05T15:00:00+00:00
0.571000, 2025-11-05T15:00:00+00:00, 2025-11-05T15:30:00+00:00
0.670000, 2025-11-05T15:30:00+00:00, 2025-11-05T16:00:00+00:00
0.643000, 2025-11-05T16:00:00+00:00, 2025-11-05T16:30:00+00:00
0.650000, 2025-11-05T16:30:00+00:00, 2025-11-05T17:00:00+00:00
0.736000, 2025-11-05T17:00:00+00:00, 2025-11-05T17:30:00+00:00
0.776000, 2025-11-05T17:30:00+00:00, 2025-11-05T18:00:00+00:00
0.830000, 2025-11-05T18:00:00+00:00, 2025-11-05T18:30:00+00:00
1.383000, 2025-11-05T18:30:00+00:00, 2025-11-05T19:00:00+00:00
1.657000, 2025-11-05T19:00:00+00:00, 2025-11-05T19:30:00+00:00
0.865000, 2025-11-05T19:30:00+00:00, 2025-11-05T20:00:00+00:00
0.514000, 2025-11-05T20:00:00+00:00, 2025-11-05T20:30:00+00:00
0.597000, 2025-11-05T20:30:00+00:00, 2025-11-05T21:00:00+00:00
0.698000, 2025-11-05T21:00:00+00:00, 2025-11-05T21:30:00+00:00
0.843000, 2025-11-05T21:30:00+00:00, 2025-11-05T22:00:00+00:00
0.950000, 2025-11-05T22:00:00+00:00, 2025-11-05T22:30:00+00:00
0.990000, 2025-11-05T22:30:00+00:00, 2025-11-05T23:00:00+00:00
0.846000, 2025-11-05T23:00:00+00:00, 2025-11-05T23:30:00+00:00
0.868000, 2025-11-05T23:30:00+00:00, 2025-11-06T00:00:00+00:00
0.879000, 2025-11-06T00:00:00+00:00, 2025-11-06T00:30:00+00:00
0.846000, 2025-11-06T00:30:00+00:00, 2025-11-06T01:00:00+00:00
0.766000, 2025-11-06T01:00:00+00:00, 2025-11-06T01:30:00+00:00
0.678000, 2025-11-06T01:30:00+00:00, 2025-11-06T02:00:00+00:00
0.674000, 2025-11-06T02:00:00+00:00, 2025-11-06T02:30:00+00:00
0.691000, 2025-11-06T02:30:00+00:00, 2025-11-06T03:00:00+00:00
0.868000, 2025-11-06T03:00:00+00:00, 2025-11-06T03:30:00+00:00
0.812000, 2025-11-06T03:30:00+00:00, 2025-11-06T04:00:00+00:00
1.041000, 2025-11-06T04:00:00+00:00, 2025-11-06T04:30:00+00:00
0.654000, 2025-11-06T04:30:00+00:00, 2025-11-06T05:00:00+00:00
0.526000, 2025-11-06T05:00:00+00:00, 2025-11-06T05:30:00+00:00
0.549000, 2025-11-06T05:30:00+00:00, 2025-11-06T06:00:00+00:00
0.567000, 2025-11-06T06:00:00+00:00, 2025-11-06T06:30:00+00:00
0.543000, 2025-11-06T06:30:00+00:00, 2025-11-06T07:00:00+00:00
0.529000, 2025-11-06T07:00:00+00:00, 2025-11-06T07:30:00+00:00
0.398000, 2025-11-06T07:30:00+00:00, 2025-11-06T08:00:00+00:00
0.384000, 2025-11-06T08:00:00+00:00, 2025-11-06T08:30:00+00:00
0.688000, 2025-11-06T08:30:00+00:00, 2025-11-06T09:00:00+00:00
0.369000, 2025-11-06T09:00:00+00:00, 2025-11-06T09:30:00+00:00
0.433000, 2025-11-06T09:30:00+00:00, 2025-11-06T10:00:00+00:00
0.538000, 2025-11-06T10:00:00+00:00, 2025-11-06T10:30:00+00:00
0.598000, 2025-11-06T10:30:00+00:00, 2025-11-06T11:00:00+00:00
0.650000, 2025-11-06T11:00:00+00:00, 2025-11-06T11:30:00+00:00
0.566000, 2025-11-06T11:30:00+00:00, 2025-11-06T12:00:00+00:00
0.626000, 2025-11-06T12:00:00+00:00, 2025-11-06T12:30:00+00:00
0.502000, 2025-11-06T12:30:00+00:00, 2025-11-06T13:00:00+00:00
0.627000, 2025-11-06T13:00:00+00:00, 2025-11-06T13:30:00+00:00
0.642000, 2025-11-06T13:30:00+00:00, 2025-11-06T14:00:00+00:00
0.619000, 2025-11-06T14:00:00+00:00, 2025-11-06T14:30:00+00:00
0.635000, 2025-11-06T14:30:00+00:00, 2025-11-06T15:00:00+00:00
0.620000, 2025-11-06T15:00:00+00:00, 2025-11-06T15:30:00+00:00
0.658000, 2025-11-06T15:30:00+00:00, 2025-11-06T16:00:00+00:00
0.627000, 2025-11-06T16:00:00+00:00, 2025-11-06T16:30:00+00:00
0.634000, 2025-11-06T16:30:00+00:00, 2025-11-06T17:00:00+00:00
0.705000, 2025-11-06T17:00:00+00:00, 2025-11-06T17:30:00+00:00
1.483000, 2025-11-06T17:30:00+00:00, 2025-11-06T18:00:00+00:00
0.951000, 2025-11-06T18:00:00+00:00, 2025-11-06T18:30:00+00:00
0.734000, 2025-11-06T18:30:00+00:00, 2025-11-06T19:00:00+00:00
0.816000, 2025-11-06T19:00:00+00:00, 2025-11-06T19:30:00+00:00
1.712000, 2025-11-06T19:30:00+00:00, 2025-11-06T20:00:00+00:00
1.352000, 2025-11-06T20:00:00+00:00, 2025-11-06T20:30:00+00:00
0.798000, 2025-11-06T20:30:00+00:00, 2025-11-06T21:00:00+00:00
1.263000, 2025-11-06T21:00:00+00:00, 2025-11-06T21:30:00+00:00
0.974000, 2025-11-06T21:30:00+00:00, 2025-11-06T22:00:00+00:00
0.746000, 2025-11-06T22:00:00+00:00, 2025-11-06T22:30:00+00:00
0.864000, 2025-11-06T22:30:00+00:00, 2025-11-06T23:00:00+00:00
0.859000, 2025-11-06T23:00:00+00:00, 2025-11-06T23:30:00+00:00
0.998000, 2025-11-06T23:30:00+00:00, 2025-11-07T00:00:00+00:00
1.181000, 2025-11-07T00:00:00+00:00, 2025-11-07T00:30:00+00:00
1.234000, 2025-11-07T00:30:00+00:00, 2025-11-07T01:00:00+00:00
1.225000, 2025-11-07T01:00:00+00:00, 2025-11-07T01:30:00+00:00
1.026000, 2025-11-07T01:30:00+00:00, 2025-11-07T02:00:00+00:00
0.675000, 2025-11-07T02:00:00+00:00, 2025-11-07T02:30:00+00:00
0.703000, 2025-11-07T02:30:00+00:00, 2025-11-07T03:00:00+00:00
1.030000, 2025-11-07T03:00:00+00:00, 2025-11-07T03:30:00+00:00
0.753000, 2025-11-07T03:30:00+00:00, 2025-11-07T04:00:00+00:00
0.618000, 2025-11-07T04:00:00+00:00, 2025-11-07T04:30:00+00:00
0.903000, 2025-11-07T04:30:00+00:00, 2025-11-07T05:00:00+00:00
0.772000, 2025-11-07T05:00:00+00:00, 2025-11-07T05:30:00+00:00
0.607000, 2025-11-07T05:30:00+00:00, 2025-11-07T06:00:00+00:00
0.581000, 2025-11-07T06:00:00+00:00, 2025-11-07T06:30:00+00:00
0.587000, 2025-11-07T06:30:00+00:00, 2025-11-07T07:00:00+00:00
0.586000, 2025-11-07T07:00:00+00:00, 2025-11-07T07:30:00+00:00
0.574000, 2025-11-07T07:30:00+00:00, 2025-11-07T08:00:00+00:00
0.584000, 2025-11-07T08:00:00+00:00, 2025-11-07T08:30:00+00:00
0.786000, 2025-11-07T08:30:00+00:00, 2025-11-07T09:00:00+00:00
0.609000, 2025-11-07T09:00:00+00:00, 2025-11-07T09:30:00+00:00
0.659000, 2025-11-07T09:30:00+00:00, 2025-11-07T10:00:00+00:00
0.681000, 2025-11-07T10:00:00+00:00, 2025-11-07T10:30:00+00:00
0.646000, 2025-11-07T10:30:00+00:00, 2025-11-07T11:00:00+00:00
0.631000, 2025-11-07T11:00:00+00:00, 2025-11-07T11:30:00+00:00
0.638000, 2025-11-07T11:30:00+00:00, 2025-11-07T12:00:00+00:00
0.606000, 2025-11-07T12:00:00+00:00, 2025-11-07T12:30:00+00:00
0.669000, 2025-11-07T12:30:00+00:00, 2025-11-07T13:00:00+00:00
0.608000, 2025-11-07T13:00:00+00:00, 2025-11-07T13:30:00+00:00
0.679000, 2025-11-07T13:30:00+00:00, 2025-11-07T14:00:00+00:00
0.568000, 2025-11-07T14:00:00+00:00, 2025-11-07T14:30:00+00:00
0.613000, 2025-11-07T14:30:00+00:00, 2025-11-07T15:00:00+00:00
0.610000, 2025-11-07T15:00:00+00:00, 2025-11-07T15:30:00+00:00
0.625000, 2025-11-07T15:30:00+00:00, 2025-11-07T16:00:00+00:00
0.696000, 2025-11-07T16:00:00+00:00, 2025-11-07T16:30:00+00:00
0.760000, 2025-11-07T16:30:00+00:00, 2025-11-07T17:00:00+00:00
0.667000, 2025-11-07T17:00:00+00:00, 2025-11-07T17:30:00+00:00
0.772000, 2025-11-07T17:30:00+00:00, 2025-11-07T18:00:00+00:00
0.761000, 2025-11-07T18:00:00+00:00, 2025-11-07T18:30:00+00:00
3.948000, 2025-11-07T18:30:00+00:00, 2025-11-07T19:00:00+00:00
0.619000, 2025-11-07T19:00:00+00:00, 2025-11-07T19:30:00+00:00
2.088000, 2025-11-07T19:30:00+00:00, 2025-11-07T20:00:00+00:00
0.665000, 2025-11-07T20:00:00+00:00, 2025-11-07T20:30:00+00:00
0.597000, 2025-11-07T20:30:00+00:00, 2025-11-07T21:00:00+00:00
0.664000, 2025-11-07T21:00:00+00:00, 2025-11-07T21:30:00+00:00
0.746000, 2025-11-07T21:30:00+00:00, 2025-11-07T22:00:00+00:00
1.205000, 2025-11-07T22:00:00+00:00, 2025-11-07T22:30:00+00:00
0.648000, 2025-11-07T22:30:00+00:00, 2025-11-07T23:00:00+00:00
3.080000, 2025-11-07T23:00:00+00:00, 2025-11-07T23:30:00+00:00
0.573000, 2025-11-07T23:30:00+00:00, 2025-11-08T00:00:00+00:00
1.601000, 2025-11-08T00:00:00+00:00, 2025-11-08T00:30:00+00:00
0.814000, 2025-11-08T00:30:00+00:00, 2025-11-08T01:00:00+00:00
0.857000, 2025-11-08T01:00:00+00:00, 2025-11-08T01:30:00+00:00
0.850000, 2025-11-08T01:30:00+00:00, 2025-11-08T02:00:00+00:00
0.899000, 2025-11-08T02:00:00+00:00, 2025-11-08T02:30:00+00:00
0.556000, 2025-11-08T02:30:00+00:00, 2025-11-08T03:00:00+00:00
0.980000, 2025-11-08T03:00:00+00:00, 2025-11-08T03:30:00+00:00
0.447000, 2025-11-08T03:30:00+00:00, 2025-11-08T04:00:00+00:00
0.459000, 2025-11-08T04:00:00+00:00, 2025-11-08T04:30:00+00:00
0.447000, 2025-11-08T04:30:00+00:00, 2025-11-08T05:00:00+00:00
0.450000, 2025-11-08T05:00:00+00:00, 2025-11-08T05:30:00+00:00
0.487000, 2025-11-08T05:30:00+00:00, 2025-11-08T06:00:00+00:00
0.440000, 2025-11-08T06:00:00+00:00, 2025-11-08T06:30:00+00:00
0.434000, 2025-11-08T06:30:00+00:00, 2025-11-08T07:00:00+00:00
0.443000, 2025-11-08T07:00:00+00:00, 2025-11-08T07:30:00+00:00
0.444000, 2025-11-08T07:30:00+00:00, 2025-11-08T08:00:00+00:00
0.408000, 2025-11-08T08:00:00+00:00, 2025-11-08T08:30:00+00:00
0.394000, 2025-11-08T08:30:00+00:00, 2025-11-08T09:00:00+00:00
0.394000, 2025-11-08T09:00:00+00:00, 2025-11-08T09:30:00+00:00
0.414000, 2025-11-08T09:30:00+00:00, 2025-11-08T10:00:00+00:00
2.418000, 2025-11-08T10:00:00+00:00, 2025-11-08T10:30:00+00:00
3.688000, 2025-11-08T10:30:00+00:00, 2025-11-08T11:00:00+00:00
3.704000, 2025-11-08T11:00:00+00:00, 2025-11-08T11:30:00+00:00
3.682000, 2025-11-08T11:30:00+00:00, 2025-11-08T12:00:00+00:00
3.875000, 2025-11-08T12:00:00+00:00, 2025-11-08T12:30:00+00:00
4.207000, 2025-11-08T12:30:00+00:00, 2025-11-08T13:00:00+00:00
2.217000, 2025-11-08T13:00:00+00:00, 2025-11-08T13:30:00+00:00
0.822000, 2025-11-08T13:30:00+00:00, 2025-11-08T14:00:00+00:00
0.431000, 2025-11-08T14:00:00+00:00, 2025-11-08T14:30:00+00:00
0.542000, 2025-11-08T14:30:00+00:00, 2025-11-08T15:00:00+00:00
0.660000, 2025-11-08T15:00:00+00:00, 2025-11-08T15:30:00+00:00
0.769000, 2025-11-08T15:30:00+00:00, 2025-11-08T16:00:00+00:00
0.725000, 2025-11-08T16:00:00+00:00, 2025-11-08T16:30:00+00:00
0.762000, 2025-11-08T16:30:00+00:00, 2025-11-08T17:00:00+00:00
